"_NamedEntity","entity_literal","subjects","abstract","confidence_score","wiki_id"
"https://krr.triply.cc/.well-known/genid/0969621bcc9aa2ed8acc9f3da1238dd2","VSV","Biology, Sociology","http://ns.inria.fr/covid19/4912d6a4e056d55f2b7c39062208f76db31686e3#abstract","1","http://www.wikidata.org/entity/Q162762"
"https://krr.triply.cc/.well-known/genid/6d7ef7d5f73648090d84206e1588875c","Hong Kong","Administration","http://ns.inria.fr/covid19/1f26a27ef199662ad4b8648b40442f0d951b81ec#abstract","0.995","http://www.wikidata.org/entity/Q8646"
"https://krr.triply.cc/.well-known/genid/a34a3fb69846ae765c0208e61b5f72de","H7N9","Health","http://ns.inria.fr/covid19/0b0208d63d06379d846edf649d47041fc2c1aa86#abstract","1","http://www.wikidata.org/entity/Q9087616"
"https://krr.triply.cc/.well-known/genid/bd3b994dd22a9044d0fc854d939134c4","cord blood","Engineering, Biology","http://ns.inria.fr/covid19/a62bab2887ddd15979d7ef71e48ea7ae3596adf6#abstract","1","http://www.wikidata.org/entity/Q914952"
"https://krr.triply.cc/.well-known/genid/46ac0ac74c399be70b2d030dbbaab145","BVDV","Animal_Husbandry","http://ns.inria.fr/covid19/0b16fd72a56a1e138d44dc23b69f293e35c4267f#abstract","1","http://www.wikidata.org/entity/Q797128"
"https://krr.triply.cc/.well-known/genid/abf7b9a295cd80f47921706954ac5ca1","plasma membrane","Engineering, Animals, Biology, Chemistry","http://ns.inria.fr/covid19/6cec1582311d7646ec984a1291cdbb76173a8b36#abstract","1","http://www.wikidata.org/entity/Q29548"
"https://krr.triply.cc/.well-known/genid/0c36019b60977bc2cbc2dabd25d616b9","gastrointestinal tract","Medicine, Pharmacy","http://ns.inria.fr/covid19/95d9ae0fa18efba00a3585fe7ded2fb087fea468#abstract","1","http://www.wikidata.org/entity/Q11829360"
"https://krr.triply.cc/.well-known/genid/9228b23f80f50a944fba1b0ef955b825","CD13","Medicine, Health","http://ns.inria.fr/covid19/879b0904d411e88c1be90f0660e7bb4377ae29d8#abstract","0.9765","http://www.wikidata.org/entity/Q14864886"
"https://krr.triply.cc/.well-known/genid/3c8863c94596aab6b48c19c512f5a3fe","OPEN ACCESS","Electronics, Pedagogy, Computer_Science","http://ns.inria.fr/covid19/390b508dfbde0fbf9b91e67cc77fcd3bf0e391ed#abstract","0.995","http://www.wikidata.org/entity/Q232932"
"https://krr.triply.cc/.well-known/genid/4e8fc564fb7f551b17379fb7e08736bf","virus","Biology","http://ns.inria.fr/covid19/cca041657183da140d9bff16a7ec097eb67cdc41#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/f30c2665831902b3c3326fe4ab82bc19","plasma proteins","Food","http://ns.inria.fr/covid19/4156b347411e4071b10550a6acc2725c5e82df99#abstract","1","http://www.wikidata.org/entity/Q425056"
"https://krr.triply.cc/.well-known/genid/1e09d07ab18238961ea0aef18326846c","replicase","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/e27b2ec189028052ab97b7b959087ac012222a98#abstract","1","http://www.wikidata.org/entity/Q2919111"
"https://krr.triply.cc/.well-known/genid/ef536fb7d4f6249b041e05087f056c0b","BASIGIN","Medicine","http://ns.inria.fr/covid19/26e8ef0fab0bc606adadae018a73d8490c8e1cd5#abstract","1.0265","http://www.wikidata.org/entity/Q14911959"
"https://krr.triply.cc/.well-known/genid/5c713dc528fda2dab3119648b0c50cfd","aphids","Agriculture, Biology","http://ns.inria.fr/covid19/c9fca01d18bac485ae1c5257a712c516aeea8408#abstract","1","http://www.wikidata.org/entity/Q183350"
"https://krr.triply.cc/.well-known/genid/736d3bc6a7b7afc8952359434a863910","nuclear localization","Engineering, Biology","http://ns.inria.fr/covid19/604397da653890b54d4af23b45adab3365e1f042#abstract","1","http://www.wikidata.org/entity/Q910966"
"https://krr.triply.cc/.well-known/genid/5630526ba0dd6ee1de70e4d7a7c1cfe2","urine","Body_Care","http://ns.inria.fr/covid19/307179cebf2bf9f9107f745af8f2899db6c51ca9#abstract","1","http://www.wikidata.org/entity/Q40924"
"https://krr.triply.cc/.well-known/genid/0e3812928155db30de6e60e0427540a4","mate-guarding","Medicine, Health, Sociology","http://ns.inria.fr/covid19/854f29bac8888a53dc3b03a0d012ca043a3dda60#abstract","1","http://www.wikidata.org/entity/Q228395"
"https://krr.triply.cc/.well-known/genid/28d37ad2b207502eecc7e799358d7323","coevolution","Biology, Earth, Hydraulics, Oceanography, Environment, Geology","http://ns.inria.fr/covid19/9c2aa72aa0640f5224c2663ae55c35f75b8889c6#abstract","1","http://www.wikidata.org/entity/Q208841"
"https://krr.triply.cc/.well-known/genid/c5f3a2c6540b398d1f527f61a838af65","primary infection","Medicine, Health","http://ns.inria.fr/covid19/60cd8a2169f79423f22c91678fc76cf5bb216ef5#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/35fc0d9e296ed7fb28b5b2e2d7d60630","TLR ligand","Engineering, Medicine, Biology, Chemistry, Food","http://ns.inria.fr/covid19/57190cc7bf5031d27e19debe1aa16ddf4893f033#abstract","1","http://www.wikidata.org/entity/Q408004"
"https://krr.triply.cc/.well-known/genid/788eb30c4c988f14fbf2c15fab9b30a8","Cambodia","Economy, Geology","http://ns.inria.fr/covid19/e627b90fe006cb4716f9aa5a9fb6e1f4f3b070ab#abstract","0.995","http://www.wikidata.org/entity/Q424"
"https://krr.triply.cc/.well-known/genid/dc7cad4c3e6bc6df2c5c984b4b59fe35","Alcoholism","Psychiatry","http://ns.inria.fr/covid19/55cc676ae1d05bf9cacceacd765846abfeae92a9#abstract","1","http://www.wikidata.org/entity/Q15326"
"https://krr.triply.cc/.well-known/genid/dfc9aa762dcb1a8c7694354b76071939","epidemic","Medicine, Health","http://ns.inria.fr/covid19/1eb3f3f0aafd8b2741a89ea7e9de5f1907ff6006#abstract","1","http://www.wikidata.org/entity/Q44512"
"https://krr.triply.cc/.well-known/genid/b69959e286fb5da0b8b6b77844dbe599","Viral","Biology","http://ns.inria.fr/covid19/078b6935fa30cd20a00da6c6182e85b41ab4d9c5#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/cd140aeba29f26112254c51efc4a3c4c","mammals","Animals, Plants","http://ns.inria.fr/covid19/76928215c6c3533279239fa704b87c1d4283a205#abstract","1","http://www.wikidata.org/entity/Q7377"
"https://krr.triply.cc/.well-known/genid/f257268f283146e8e0e6423c8c62e69f","denervation","Medicine, Psychiatry","http://ns.inria.fr/covid19/992395a1a5a3e251c52be71ff12a1c1f768d23f9#abstract","1","http://www.wikidata.org/entity/Q1187030"
"https://krr.triply.cc/.well-known/genid/b2239ab991a710b5c92a24d865db264a","protein","Food","http://ns.inria.fr/covid19/21472f7d3dd86085a366b5f487354824b812f12c#abstract","0.995","http://www.wikidata.org/entity/Q8054"
"https://krr.triply.cc/.well-known/genid/543561f9291e652ad00d009f63ea37f4","SNPs","Engineering, Biology","http://ns.inria.fr/covid19/09e8ffe2b970364e969a4b167ed6ecd1ff8f9554#abstract","1","http://www.wikidata.org/entity/Q501128"
"https://krr.triply.cc/.well-known/genid/07d40e360a1ce2845bdb2d94f397b037","biofilm formation","Earth, Oceanography, Geology","http://ns.inria.fr/covid19/98a6d580176426d4137aee4aec619a56f1e18f7d#abstract","1","http://www.wikidata.org/entity/Q467410"
"https://krr.triply.cc/.well-known/genid/410e2a47519ad2f22a6abc196f54f1dd","blood vessel formation","Medicine, Health","http://ns.inria.fr/covid19/97472ef04ad420815a0fa19076162835fad47af4#abstract","1","http://www.wikidata.org/entity/Q539568"
"https://krr.triply.cc/.well-known/genid/6dca63b5c5889128508d0e9074a25f50","PEDV","Agriculture, Animals, Health, Animal_Husbandry, Enterprise","http://ns.inria.fr/covid19/58e2d4357a1070e632974ed83e827b6553c15881#abstract","0.995","http://www.wikidata.org/entity/Q16023751"
"https://krr.triply.cc/.well-known/genid/31e645faec959179aebc07adcbc43b22","aromatic","Chemistry","http://ns.inria.fr/covid19/58c67994f47dc6c8b552cff7de2892719259ec52#abstract","1","http://www.wikidata.org/entity/Q210390"
"https://krr.triply.cc/.well-known/genid/0946702ff96e4b964c5c26d150bad1f8","Infection","Medicine, Health","http://ns.inria.fr/covid19/3855de3900dee3cecb63982884763c5dac76b8cb#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/7bff9f25498ff159f0783577333e24ee","proteomic","Engineering, Biology, Food","http://ns.inria.fr/covid19/845b2c4662c9d7db919b0f257acecf15d97dfc81#abstract","1","http://www.wikidata.org/entity/Q471857"
"https://krr.triply.cc/.well-known/genid/8781e5ec3eb6c8f853b740bdc9bf7338","viral","Biology","http://ns.inria.fr/covid19/fdd71476c2fcf4654a0669f186c68770594b7d25#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/5d32d8726f5d15ec11dfcbd2cd360469","SARS","Medicine, Animals, Health, Animal_Husbandry","http://ns.inria.fr/covid19/fb3f45ac7473ba71fc21537056a01c4a528d1b35#abstract","1","http://www.wikidata.org/entity/Q103177"
"https://krr.triply.cc/.well-known/genid/c8b6220121834926be621c85fcfaf4cf","cDNA","Biology, Chemistry","http://ns.inria.fr/covid19/b06407a6816014209343365836bba919b17a67e7#abstract","1","http://www.wikidata.org/entity/Q283478"
"https://krr.triply.cc/.well-known/genid/20aa190831ec607bf5671470ea797e06","reovirus","Biology, Sociology","http://ns.inria.fr/covid19/0a9d2f9ee8975ebde7f6ad413e94aebde6b26746#abstract","1","http://www.wikidata.org/entity/Q910576"
"https://krr.triply.cc/.well-known/genid/3c9de0a5ef4285bba114ae2aeb9ac1d7","cleavage","Chemistry","http://ns.inria.fr/covid19/bfaeecd7b15a7d6d0563cd323c40681e285d70e7#abstract","1","http://www.wikidata.org/entity/Q3952437"
"https://krr.triply.cc/.well-known/genid/47bf3d00ba0df5faafac28e5fced13d8","endosomes","Animals, Biology","http://ns.inria.fr/covid19/ccfba5ba6e11eff35a72dead3fac7f7daebda11d#abstract","1","http://www.wikidata.org/entity/Q824237"
"https://krr.triply.cc/.well-known/genid/8b36ea99e5398872aaaf5266137a6111","integral membrane proteins","Food","http://ns.inria.fr/covid19/8fec60b11ae29068a0955cfd73721543de6b5c08#abstract","1","http://www.wikidata.org/entity/Q1757382"
"https://krr.triply.cc/.well-known/genid/3aaab93d48bbabf0a579209c26ade88a","sensitivity and specificity","Engineering, Biology, Chemistry, Health","http://ns.inria.fr/covid19/2e8fb12daa448c956d8b7b348df5e46d29c5f51a#abstract","1","http://www.wikidata.org/entity/Q3808900"
"https://krr.triply.cc/.well-known/genid/57d7ef2c55f62c29bb95a0e07ed55fe4","ARDS","Medicine","http://ns.inria.fr/covid19/8ed6b522481e264a5d691f7f5fbd5d142b5f82f7#abstract","1","http://www.wikidata.org/entity/Q344873"
"https://krr.triply.cc/.well-known/genid/be8564050b449d5616860d36757d57e3","hepatocytes","Animal_Husbandry","http://ns.inria.fr/covid19/1c7c9d9c03f404119c5cc1dd98e0ebe17ea3bb3e#abstract","1","http://www.wikidata.org/entity/Q827450"
"https://krr.triply.cc/.well-known/genid/d8dfb7cb495b2db5ef935e6036ada64e","influenza pandemic","Health","http://ns.inria.fr/covid19/ac379a37c74e9e9ea13ad9813f46f53dbab62b66#abstract","0.995","http://www.wikidata.org/entity/Q2723958"
"https://krr.triply.cc/.well-known/genid/f8dd66afa440c58884c62c31131c9157","CHIKV","Engineering, Biology, Mechanics, Environment","http://ns.inria.fr/covid19/09c9fcabc66a106e01ef42247cbd86b6d85bd67f#abstract","1","http://www.wikidata.org/entity/Q243257"
"https://krr.triply.cc/.well-known/genid/01a8245697f6381852a806b194c7f25a","NF-κB","Engineering, Medicine, Biology","http://ns.inria.fr/covid19/8bf449477aff84ef0591f10731a654610a5126b7#abstract","1","http://www.wikidata.org/entity/Q411114"
"https://krr.triply.cc/.well-known/genid/b04af61dea8ed1bf77112b042f5706b5","Angiotensin II","Medicine","http://ns.inria.fr/covid19/e7eb87e16bd86c685ba1b62c1e9807b417a22e35#abstract","1","http://www.wikidata.org/entity/Q14859647"
"https://krr.triply.cc/.well-known/genid/5ed0cfcd9c0a4c4573207f52d4d96164","immunomodulatory","Medicine, Health","http://ns.inria.fr/covid19/33a39cbf4221c9373bc07bf09d325c066fbe97a0#abstract","1","http://www.wikidata.org/entity/Q1427096"
"https://krr.triply.cc/.well-known/genid/8c3cb27cd38cdd0205323052ea9c2715","NTP","Computer_Science, Telecommunication","http://ns.inria.fr/covid19/168742a4bd4399a662dfed951baa54b216b14711#abstract","0.995","http://www.wikidata.org/entity/Q217491"
"https://krr.triply.cc/.well-known/genid/680107f786c4b75046cfecb3c120e886","infectious diseases","Medicine, Health","http://ns.inria.fr/covid19/28b64c3ea5c13cbcaae132a45661fb8bf5c25c62#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/c04c3c6000d8a7be02339518eac2c79f","IBV","Animal_Husbandry","http://ns.inria.fr/covid19/3ba1b76c284271375e1054568b4a08ab166faf17#abstract","0.9927","http://www.wikidata.org/entity/Q3560916"
"https://krr.triply.cc/.well-known/genid/322b0869c70a3c41a16efc89126ef7c5","Affymetrix","Engineering, Biology, Electronics","http://ns.inria.fr/covid19/395bb208b08adcb4d1a5610242ccc07b2e0e265b#abstract","1.2493","http://www.wikidata.org/entity/Q2826104"
"https://krr.triply.cc/.well-known/genid/8a833f56aea6f47644a39a5ec70ee8b5","treeshrew","Animals","http://ns.inria.fr/covid19/519b82201745afd08726b2c3e87cad65f8409da5#abstract","0.995","http://www.wikidata.org/entity/Q231550"
"https://krr.triply.cc/.well-known/genid/bb56afc671bd4761656f2fd86f1b5e84","protein","Food","http://ns.inria.fr/covid19/f69d4c236c1d20c246234792bd645de8d7a882e7#abstract","0.995","http://www.wikidata.org/entity/Q8054"
"https://krr.triply.cc/.well-known/genid/e63e57be7b521022eb2219b3ff12713f","domestic cats","Agriculture, Animals, Sociology","http://ns.inria.fr/covid19/43da6feff747ac301072ba6469220d2693f11fea#abstract","1","http://www.wikidata.org/entity/Q146"
"https://krr.triply.cc/.well-known/genid/80fc3cfc8f287a4ab1bbc9c204b7a787","H1N1","Medicine, Agriculture, Health, Surgery, Animal_Husbandry","http://ns.inria.fr/covid19/4f695bec496fb166d09c3377627d86cc587c2f27#abstract","1","http://www.wikidata.org/entity/Q161393"
"https://krr.triply.cc/.well-known/genid/65b853e043a162d22cb8ab5bc2913c2e","SPF","Medicine, Health","http://ns.inria.fr/covid19/bb5d7caba7ff8afec3c1fde62cadf65db745ce35#abstract","1.2137","http://www.wikidata.org/entity/Q491171"
"https://krr.triply.cc/.well-known/genid/5f8fad58876e562c033ceaa3a4947e95","Evolutionary theories","Biology, Health, Psychiatry","http://ns.inria.fr/covid19/60b766c8bbe49fb1702f0784263e8a258ed067f3#abstract","1","http://www.wikidata.org/entity/Q219695"
"https://krr.triply.cc/.well-known/genid/89e57cbd305adc92b4f86e61e314bb20","crystal structures","Biochemistry, Biology, Chemistry, Optics, Food, Materials","http://ns.inria.fr/covid19/691e4cbb40e45f5174902fe4a30d47cb5550f4a7#abstract","1.0007","http://www.wikidata.org/entity/Q826582"
"https://krr.triply.cc/.well-known/genid/ec905537e89d0326c8b06509a185f23d","evolution","Biology","http://ns.inria.fr/covid19/6c5521b73b11d4e229b4ca98f116bc32aa4052c3#abstract","1","http://www.wikidata.org/entity/Q1063"
"https://krr.triply.cc/.well-known/genid/b28af3526cacb58a485390d616a9e8d3","proteases","Engineering, Biology, Chemistry, Food","http://ns.inria.fr/covid19/4f695bec496fb166d09c3377627d86cc587c2f27#abstract","1","http://www.wikidata.org/entity/Q212410"
"https://krr.triply.cc/.well-known/genid/ddf3ec2ae264a22000f24e95777abc21","pathogenic","Medicine, Health","http://ns.inria.fr/covid19/c2edfd27768a4cf69263a8abe65a8e2c22683e58#abstract","1","http://www.wikidata.org/entity/Q170065"
"https://krr.triply.cc/.well-known/genid/6807864253b7ad80825484d04c1287c9","virus","Biology","http://ns.inria.fr/covid19/42a0e13a6f4a176ce2d1c20b823eeff1fca7d4b9#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/b326b30cc9ddd21c8131c0fde96231ac","human population","Sociology, Environment","http://ns.inria.fr/covid19/9179c5c9df6bf1ac1aab2f413d18c1954e680fd2#abstract","1","http://www.wikidata.org/entity/Q11188"
"https://krr.triply.cc/.well-known/genid/5cebfefb06560dc6cdb554a456b56f01","portal tracts","Medicine, Health","http://ns.inria.fr/covid19/66f425e847bc112e32f81cac4c2c57b1b6d0f284#abstract","1","http://www.wikidata.org/entity/Q2604520"
"https://krr.triply.cc/.well-known/genid/b52b41704e16f418c16b17a955406c96","PEDV","Agriculture, Animals, Health, Animal_Husbandry, Enterprise","http://ns.inria.fr/covid19/2b0d5260ad731335898da719538d30d414a9e39f#abstract","0.995","http://www.wikidata.org/entity/Q16023751"
"https://krr.triply.cc/.well-known/genid/43b81357c4cb2e7a4ab5070a4c42417b","antigenic","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/b7240857da81a0bee7cfb964a7e838f7f1120b46#abstract","1","http://www.wikidata.org/entity/Q103537"
"https://krr.triply.cc/.well-known/genid/b6c908fecab592bc763743620d036016","plasma proteins","Food","http://ns.inria.fr/covid19/7774469d445f487a795e8f4cb306d863c52483a6#abstract","1","http://www.wikidata.org/entity/Q425056"
"https://krr.triply.cc/.well-known/genid/f4244698e959150c0fd9197a1bf51c72","enhancer","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/3b9319ed0c8b5dffcee0c320e46d2d54724e2b8e#abstract","1","http://www.wikidata.org/entity/Q913367"
"https://krr.triply.cc/.well-known/genid/0473a2f494e9a0719eb9a3ceb7b9680c","arginine","Biochemistry, Biology","http://ns.inria.fr/covid19/f0ec075fb3dafe5c5815a641fc8ae543b30f36fd#abstract","1","http://www.wikidata.org/entity/Q173670"
"https://krr.triply.cc/.well-known/genid/971b7187661961b286212e663e55ca02","mercury","Engineering, Health, Atomic_Physic","http://ns.inria.fr/covid19/1c67b300952067ece965c053279aa39ec81d566c#abstract","1","http://www.wikidata.org/entity/Q925"
"https://krr.triply.cc/.well-known/genid/0473bf06950d196ad4b21d5cf04140ae","RNA","Engineering, Biology","http://ns.inria.fr/covid19/8e631c0c0bdbb5cf13818b5b71d39c145b045955#abstract","1","http://www.wikidata.org/entity/Q11053"
"https://krr.triply.cc/.well-known/genid/1e7e8a28254ddaac0c00cb0502b98f10","adjuvanted","Medicine, Health","http://ns.inria.fr/covid19/d876d3d89d579f47df9ac251a4139ab1051561f5#abstract","1","http://www.wikidata.org/entity/Q967453"
"https://krr.triply.cc/.well-known/genid/41e00a73cdb83978306652dcebd89d76","parasites","Medicine, Environment","http://ns.inria.fr/covid19/e005630bf0183fb7a78efa065c0c545922d27009#abstract","1","http://www.wikidata.org/entity/Q186517"
"https://krr.triply.cc/.well-known/genid/e081fa5c100db59ec596f314ab357341","diarrhea","Body_Care","http://ns.inria.fr/covid19/42145eff1cc724f8e5ad1a8e04cc421512d8ec7a#abstract","1","http://www.wikidata.org/entity/Q40878"
"https://krr.triply.cc/.well-known/genid/969e1e0b224ddd51ab4a2d456b328f8f","siRNAs","Engineering, Biology, Chemistry","http://ns.inria.fr/covid19/78e6b7c152de9d4a93ec7be318b196d5f993a35f#abstract","1","http://www.wikidata.org/entity/Q203221"
"https://krr.triply.cc/.well-known/genid/528f3d17917fc922779e0f093344546c","central nervous","Medicine","http://ns.inria.fr/covid19/ee091049684ecee3ab3d1beff9d2e00bd808b7ab#abstract","1","http://www.wikidata.org/entity/Q47273"
"https://krr.triply.cc/.well-known/genid/7bd6650c01c23c2ecd2ab2cc6e7ad3b1","dairy cows","Agriculture","http://ns.inria.fr/covid19/2f86299de1f6e42c7ff9c7a34d21a56671dee035#abstract","1","http://www.wikidata.org/entity/Q2915"
"https://krr.triply.cc/.well-known/genid/d1b679b3c44462c2dcd8fb050d50b5f5","interferon","Biology, Environment","http://ns.inria.fr/covid19/c8acb2428ef77b45f26956feca6582711b08805a#abstract","1","http://www.wikidata.org/entity/Q188269"
"https://krr.triply.cc/.well-known/genid/1f323516a419dd15153cae5ee3c12fd6","mRNA","Engineering, Biology, Enterprise","http://ns.inria.fr/covid19/721b3e6ae8af24a4f625540bbb6e2c02fb77b491#abstract","1","http://www.wikidata.org/entity/Q188928"
"https://krr.triply.cc/.well-known/genid/6c38de8779aeef8d7aff921ad004066c","bioinformatics","Engineering, Biology","http://ns.inria.fr/covid19/58432d2ad49266df441de364700684534498b777#abstract","0.9765","http://www.wikidata.org/entity/Q128570"
"https://krr.triply.cc/.well-known/genid/ef06c51f9beb204d40e64dd7b757cdd5","autoimmunity","Medicine, Health","http://ns.inria.fr/covid19/77eb2dc4442518f5757a339ddea166750afeafd1#abstract","1","http://www.wikidata.org/entity/Q192360"
"https://krr.triply.cc/.well-known/genid/cba0dfa2692870aed2caa7c0a23c789f","Zika","Medicine, Animals, Biology, Health, Animal_Husbandry","http://ns.inria.fr/covid19/f071dcbf396ad4171f3984d42f08291385ea9cf7#abstract","0.9999","http://www.wikidata.org/entity/Q202864"
"https://krr.triply.cc/.well-known/genid/3ee546ca5a5e377e7cb7e8e685d0167f","machine learning","Pedagogy","http://ns.inria.fr/covid19/58ef15f083c00ee3ae8e604a9c6e258576b7c7af#abstract","1","http://www.wikidata.org/entity/Q2539"
"https://krr.triply.cc/.well-known/genid/af27bc34c52f8cc09cb18e213f3251b7","murine","Animals","http://ns.inria.fr/covid19/8602fffb8ac9f4e8b4ae534535f9eafa96fb51ac#abstract","1","http://www.wikidata.org/entity/Q30266"
"https://krr.triply.cc/.well-known/genid/b35e4c164fe7cc43fee4088ad5033002","nidoviruses","Animal_Husbandry","http://ns.inria.fr/covid19/6b67761a8689f2744b4046161187a0d128a5d7d1#abstract","1","http://www.wikidata.org/entity/Q963408"
"https://krr.triply.cc/.well-known/genid/494f359820baffd292ea19ea695ca34e","pattern recognition receptors","Engineering, Medicine, Biology, Chemistry, Health, Animal_Husbandry, Food","http://ns.inria.fr/covid19/868b9ab09cae7afe1d1e2ad2f547adecd4d18ac6#abstract","1","http://www.wikidata.org/entity/Q418772"
"https://krr.triply.cc/.well-known/genid/63d13218ba0c9f480d7ea266baaa025e","Q fever","Engineering, Animals, Biology, Mechanics, Animal_Husbandry, Environment","http://ns.inria.fr/covid19/d8abf967d0198fbce1283256da4c994cf9bbb89d#abstract","1","http://www.wikidata.org/entity/Q164818"
"https://krr.triply.cc/.well-known/genid/59dcb6abc28303de16b2f6d0d85644cf","Middle East respiratory syndrome coronavirus","Animals, Health, Animal_Husbandry","http://ns.inria.fr/covid19/d90b2c4decfc17d7349325f437a9ab6082742c24#abstract","1.0265","http://www.wikidata.org/entity/Q4902157"
"https://krr.triply.cc/.well-known/genid/019669789f464e1190c75b5f3c26448f","physical examination","Medicine","http://ns.inria.fr/covid19/4727a23899ec4fd4882ec0d00427e347c7d19d97#abstract","1","http://www.wikidata.org/entity/Q835153"
"https://krr.triply.cc/.well-known/genid/5c4eb03013e31b09835090ece8de52eb","viruses","Biology","http://ns.inria.fr/covid19/b02612aa65049060e0a24064db96105458ac083b#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/00e6c335ed5ef586537039f988f21ba0","HOCl","Body_Care","http://ns.inria.fr/covid19/4156b347411e4071b10550a6acc2725c5e82df99#abstract","1","http://www.wikidata.org/entity/Q407318"
"https://krr.triply.cc/.well-known/genid/14f61850f50855c512bab3ae1ec370bb","RNA","Engineering, Biology","http://ns.inria.fr/covid19/8d14b700a065187eb4d8b01e0e9b6e3e37e5d09b#abstract","1","http://www.wikidata.org/entity/Q11053"
"https://krr.triply.cc/.well-known/genid/794b1615ada1edef7778f47e94f9cde3","virus","Biology","http://ns.inria.fr/covid19/25d8592c8527ce05463209c6e0c3f61c75b65f86#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/aba638297fb5912c242d8529f99a7326","ASF","Electronics, Computer_Science","http://ns.inria.fr/covid19/70820f3cd7b2750abc8b80e4555c3e2fbb28e627#abstract","0.995","http://www.wikidata.org/entity/Q379741"
"https://krr.triply.cc/.well-known/genid/67e0cfca0bcc795421bc0d81b7f5db5b","vomiting","Medicine, Animal_Husbandry","http://ns.inria.fr/covid19/7927b8f05155e6933aaf8d9509dbd379d017dfe7#abstract","1","http://www.wikidata.org/entity/Q127076"
"https://krr.triply.cc/.well-known/genid/c8bba40f9b58742e23c244e90f9b35b3","FeLV","Animal_Husbandry","http://ns.inria.fr/covid19/7b329eb91fdc5ea7e947a48e414a7a1f10ed40c9#abstract","1","http://www.wikidata.org/entity/Q769471"
"https://krr.triply.cc/.well-known/genid/9d06bc299aed205a922b2162291e3977","virus","Biology","http://ns.inria.fr/covid19/29efc0bd65a4b62262d54f5ba2245a7ad4cfcf7f#abstract","1","http://www.wikidata.org/entity/Q808"
"https://krr.triply.cc/.well-known/genid/cc28b8077d14dcb5a05f8249f1273bbb","virulent","Medicine, Biology, Optics","http://ns.inria.fr/covid19/2bf3f075175c307923fc400707b30616a676419c#abstract","1","http://www.wikidata.org/entity/Q1460232"
"https://krr.triply.cc/.well-known/genid/e7087adc0024bdf0e3c09b55bd3e1091","human rhinovirus","Medicine, Health, Animal_Husbandry","http://ns.inria.fr/covid19/5cd07b37171c97c690e2981a8f82b5aadd05f382#abstract","1","http://www.wikidata.org/entity/Q1351647"
"https://krr.triply.cc/.well-known/genid/de50be7e99520b7775c58be8a6f5044e","tissue transglutaminase","Food","http://ns.inria.fr/covid19/bd1d9c526a0194d356d7a65ebcebc322dd872a36#abstract","1","http://www.wikidata.org/entity/Q14903608"
"https://krr.triply.cc/.well-known/genid/0de992e9b11676e94e262714a0706d45","hypothalamic nuclei","Medicine, Psychiatry","http://ns.inria.fr/covid19/2bf6b677da3dc05cd2d25234c04ab0b456bb6de5#abstract","1","http://www.wikidata.org/entity/Q164386"
"https://krr.triply.cc/.well-known/genid/59e8e62c21a56425cb09b2b4d601840f","family structure","Sociology","http://ns.inria.fr/covid19/107824986103d1409f047ec9823d75b7b25d9702#abstract","1","http://www.wikidata.org/entity/Q8436"
"https://krr.triply.cc/.well-known/genid/13941d5c2d76f2d789008fc59f2f9d7c","endemic disease","Medicine, Health","http://ns.inria.fr/covid19/3ba1b76c284271375e1054568b4a08ab166faf17#abstract","1","http://www.wikidata.org/entity/Q506680"
"https://krr.triply.cc/.well-known/genid/5f022b7aeebd6ed28129dbe4e7fe050b","parasite","Medicine, Environment","http://ns.inria.fr/covid19/fbfdb37aa62fc1fb1e7f657e948219b854173820#abstract","1","http://www.wikidata.org/entity/Q186517"
"https://krr.triply.cc/.well-known/genid/8b2c755c34aeb4e5ece86a19fbb75d7d","infection","Medicine, Health","http://ns.inria.fr/covid19/f16da7cf7a952fb981dfc0d77280aac9c3ab933a#abstract","1","http://www.wikidata.org/entity/Q166231"
"https://krr.triply.cc/.well-known/genid/baa2dda33bebdb85905f1616d22114dc","oncogenic","Medicine, Health","http://ns.inria.fr/covid19/c04c85e7d1935bf71b5ccca3b9cb3fe3b68131d6#abstract","1","http://www.wikidata.org/entity/Q207609"
"https://krr.triply.cc/.well-known/genid/fda78e76a2d27893316d69e31e4d08d7","EBNA1","Food","http://ns.inria.fr/covid19/c04c85e7d1935bf71b5ccca3b9cb3fe3b68131d6#abstract","1","http://www.wikidata.org/entity/Q5384025"
