paper,article_types,new_id,pm_central_id,abstract,value,hypothesis_sentence,hypothesis_entities,clean_hypothesis_entities,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,entity_25,entity_26,entity_27,entity_28,entity_29,entity_30
http://ns.inria.fr/covid19/4eb8b7fd0032816e4a29d65b06939266d6446624,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/4eb8b7fd0032816e4a29d65b06939266d6446624#Hypothesis,,http://ns.inria.fr/covid19/4eb8b7fd0032816e4a29d65b06939266d6446624#abstract,"AbstractOdor memories are exceptionally robust and essential for animal survival. The olfactory (piriform) cortex has long been hypothesized to encode odor memories, yet the cellular substrates for olfactory learning and memory remain unknown. Here, using intersectional, cFos-based genetic manipulations (“Fos-tagging”), we show that olfactory fear conditioning activates sparse and distributed ensembles of neurons in mouse piriform cortex. We demonstrate that chemogenetic silencing of these Fos-tagged piriform ensembles selectively interferes with odor fear memory retrieval, but does not compromise basic odor detection and discrimination. Furthermore, chemogenetic reactivation of piriform neurons that were Fos-tagged during olfactory fear conditioning causes a decrease in exploratory behavior, mimicking odor-evoked fear memory recall. Together, our experiments identify odor-specific ensembles of piriform neurons as necessary and sufficient for odor fear memory recall.","The olfactory (piriform) cortex has long been hypothesized to encode odor memories, yet the cellular substrates for olfactory learning and memory remain unknown.","['olfactory', 'piriform', 'cortex', 'odor_memories', 'the_cellular_substrates', 'olfactory_learning', 'memory']","['olfactory', 'piriform', 'cortex', 'odor memories', 'the cellular substrates', 'olfactory learning', 'memory']",olfactory,piriform,cortex,odor memories,the cellular substrates,olfactory learning,memory,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/PMC5860156,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC5860156#Hypothesis,PMC5860156,http://ns.inria.fr/covid19/PMC5860156#abstract,"One important assumption in case-control studies is that control selection should be independent of exposure. Nevertheless, it has been hypothesized that virus interference might lead to a correlation between receipt of influenza vaccination and increased risk of infection with other respiratory viruses. We investigated whether such a phenomenon might affect a study design commonly used to estimate influenza vaccine effectiveness (VE). We searched publications in MEDLINE, PubMed, and Web of Science. We identified 12 studies using the test-negative design (2011–2017) that reported VE estimates separately derived by 3 alternative control groups: 1) all patients testing negative for influenza (FLU), VE(FLU−); 2) patients who tested positive for other/another respiratory virus (ORV), VE(ORV+); and 3) patients who tested negative for all viruses in the panel (PAN), VE(PAN−). These included VE estimates from 7 countries for all age groups from 2003/2004 to 2013/2014. We observed no difference in vaccination coverage between the ORV-positive and PAN-negative control groups. A total of 63 VE(FLU−) estimates, 62 VE(ORV+) estimates, and 33 VE(PAN−) estimates were extracted. Pooled estimates of the difference in VE (ΔVE) were very similar between groups. In meta-regression, no association was found between the selection of control group and VE estimates. In conclusion, we did not find any differences in VE estimates based on the choice of control group.","Nevertheless, it has been hypothesized that virus interference might lead to a correlation between receipt of influenza vaccination and increased risk of infection with other respiratory viruses.","['virus_interference', 'a_correlation', 'receipt', 'influenza_vaccination', 'increased_risk', 'infection', 'other_respiratory_viruses']","['virus interference', 'a correlation', 'receipt', 'influenza vaccination', 'increased risk', 'infection', 'other respiratory viruses']",virus interference,a correlation,receipt,influenza vaccination,increased risk,infection,other respiratory viruses,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/741d7ee5f41c2dc5f55bd3f3ed51619a67e3b674,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/741d7ee5f41c2dc5f55bd3f3ed51619a67e3b674#Hypothesis,,http://ns.inria.fr/covid19/741d7ee5f41c2dc5f55bd3f3ed51619a67e3b674#abstract,"Abstract This review presents some current thoughts regarding teh epizootiology of the feline coronaviruses; feline infectious peritonisis virus (FIPV) and feline coronavirus (FEVC), with primary emphasis on the pathogenesis of these viruses in nature. Although the mechanism(s) whereby FIPV causes disease are still incompletely understood, there have been significant contributions to the literature over the past decade which provide a framework upon which plausible explanations can be postulated. Two concepts are presented which attempt to clarify the pathogenesis of FIPV and at the same time may serve as an impetus for further research. The first involves the hypothesis, originally promulgated by Pedersen in 19891, that FIPV is derived from FECV during virus replication in the gastrointestinal tract. The second involves a unique mechanism of the mucosal immune system referred to as oral tolerance, which under normal conditions promotes the production of secretory immunity and suppresses the production of systematic immunity. In the case of FIPV infection, we propose that oral tolerance is important in the control of the virus at the gastrointestinal tract level. Once oral tolerance is disrupted, FIPV is capable of systemic spread resulting in immune-mediated vasculitis and death. Thus, it may be that clinical forms of FIP are due to a combination of two events, the first being the generation of FIPV from FECV, and the second being the capacity of FIPV to circumvent oral tolerance.","The first involves the hypothesis, originally promulgated by Pedersen in 19891, that FIPV is derived from FECV during virus replication in the gastrointestinal tract.","['the_hypothesis', 'Pedersen', 'FIPV', 'FECV', 'virus_replication', 'the_gastrointestinal_tract']","['the hypothesis', 'Pedersen', 'FIPV', 'FECV', 'virus replication', 'the gastrointestinal tract']",the hypothesis,Pedersen,FIPV,FECV,virus replication,the gastrointestinal tract,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/14b4d32ff078c4db9661a587e43a30a7bf227ed9,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3265210#Hypothesis,PMC3265210,http://ns.inria.fr/covid19/14b4d32ff078c4db9661a587e43a30a7bf227ed9#abstract,"Feline coronavirus (FCoV) is an enveloped single-stranded RNA virus, of the family Coronaviridae and the order Nidovirales. FCoV is an important pathogen of wild and domestic cats and can cause a mild or apparently symptomless enteric infection, especially in kittens. FCoV is also associated with a lethal, systemic disease known as feline infectious peritonitis (FIP). Although the precise cause of FIP pathogenesis remains unclear, some hypotheses have been suggested. In this review we present results from different FCoV studies and attempt to elucidate existing theories on the pathogenesis of FCoV infection.","Although the precise cause of FIP pathogenesis remains unclear, some hypotheses have been suggested.","['the_precise_cause', 'FIP_pathogenesis', 'some_hypotheses']","['the precise cause', 'FIP pathogenesis', 'some hypotheses']",the precise cause,FIP pathogenesis,some hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/a4713724aa16b3d9fab36ac0ac0dd5acbd98f780,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/a4713724aa16b3d9fab36ac0ac0dd5acbd98f780#Hypothesis,,http://ns.inria.fr/covid19/a4713724aa16b3d9fab36ac0ac0dd5acbd98f780#abstract,"Abstract This paper reviews the impact of infections on the onset and clinical course of bronchial asthma. A just emphasis is given to the role viral infections, particularly rhinovirus infections, play in exacerbations, and that played by respiratory syncytial virus, suspected of triggering the asthmatic syndrome. The mechanisms of the immune response to virus attacks are explained, highlighting the asthmatic and allergic patient’s weakened response, particularly in the perinatal period. Further stressed is a potentiating effect of viral aggression on the allergic response. The hygiene hypothesis and its lack of scientific consistency is detailed, at least as far as the role it seeks to confer on an unproven antagonism of the Th1 and Th2 lymphocyte responses. The current importance of research not into bacteria, but into bacterial products, including endotoxins, on the modulation of asthma and allergy is noted. Studies which, along these lines, show an environmental impact on genetic secretion in the phenotype are underlined. Also discussed in passing are several mechanisms which go towards explaining neutrophilic asthma – for many a contradiction, given eosinophilia’s stranglehold on asthmatic inflammation. Rev Port Pneumol 2008; XIV (5): 647-675","The hygiene hypothesis and its lack of scientific consistency is detailed, at least as far as the role it seeks to confer on an unproven antagonism of the Th1 and Th2 lymphocyte responses.","['The_hygiene_hypothesis', 'its_lack', 'scientific_consistency', 'the_role', 'an_unproven_antagonism', 'the_Th1_and_Th2_lymphocyte_responses']","['The hygiene hypothesis', 'its lack', 'scientific consistency', 'the role', 'an unproven antagonism', 'the Th1 and Th2 lymphocyte responses']",The hygiene hypothesis,its lack,scientific consistency,the role,an unproven antagonism,the Th1 and Th2 lymphocyte responses,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/28af8fb783b6180c247285955b5e48df75947819,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6014660#Hypothesis,PMC6014660,http://ns.inria.fr/covid19/28af8fb783b6180c247285955b5e48df75947819#abstract,"BACKGROUND: Practice of meditation or exercise may enhance health to protect against acute infectious illness. OBJECTIVE: To assess preventive effects of meditation and exercise on acute respiratory infection (ARI) illness. DESIGN: Randomized controlled prevention trial with three parallel groups. SETTING: Madison, Wisconsin, USA. PARTICIPANTS: Community-recruited adults who did not regularly exercise or meditate. METHODS: 1) 8-week behavioral training in mindfulness-based stress reduction (MBSR); 2) matched 8-week training in moderate intensity sustained exercise (EX); or 3) observational waitlist control. Training classes occurred in September and October, with weekly ARI surveillance through May. Incidence, duration, and area-under-curve ARI global severity were measured using daily reports on the WURSS-24 during ARI illness. Viruses were identified multiplex PCR. Absenteeism, health care utilization, and psychosocial health self-report assessments were also employed. RESULTS: Of 413 participants randomized, 390 completed the trial. In the MBSR group, 74 experienced 112 ARI episodes with 1045 days of ARI illness. Among exercisers, 84 had 120 episodes totaling 1010 illness days. Eighty-two of the controls had 134 episodes with 1210 days of ARI illness. Mean global severity was 315 for MBSR (95% confidence interval 244, 386), 256 (193, 318) for EX, and 336 (268, 403) for controls. A prespecified multivariate zero-inflated regression model suggested reduced incidence for MBSR (p = 0.036) and lower global severity for EX (p = 0.042), compared to control, not quite attaining the p<0.025 prespecified cut-off for null hypothesis rejection. There were 73 ARI-related missed-work days and 22 ARI-related health care visits in the MBSR group, 82 days and 21 visits for exercisers, and 105 days and 24 visits among controls. Viruses were identified in 63 ARI episodes in the MBSR group, compared to 64 for EX and 72 for control. Statistically significant (p<0.05) improvements in general mental health, self-efficacy, mindful attention, sleep quality, perceived stress, and depressive symptoms were observed in the MBSR and/or EX groups, compared to control. CONCLUSIONS: Training in mindfulness meditation or exercise may help protect against ARI illness. LIMITATIONS: This trial was likely underpowered. TRIAL REGISTRATION: Clinicaltrials.gov NCT01654289","A prespecified multivariate zero-inflated regression model suggested reduced incidence for MBSR (p = 0.036) and lower global severity for EX (p = 0.042), compared to control, not quite attaining the p<0.025 prespecified cut-off for null hypothesis rejection.","['A_prespecified_multivariate_zero-inflated_regression_model', 'reduced_incidence', 'MBSR', 'p', 'lower_global_severity', 'EX', 'p', 'control', 'the_p<0.025_prespecified_cut-off', 'null_hypothesis_rejection']","['A prespecified multivariate zero-inflated regression model', 'reduced incidence', 'MBSR', 'p', 'lower global severity', 'EX', 'p', 'control', 'the p<0.025 prespecified cut-off', 'null hypothesis rejection']",A prespecified multivariate zero-inflated regression model,reduced incidence,MBSR,p,lower global severity,EX,p,control,the p<0.025 prespecified cut-off,null hypothesis rejection,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/7d3915ef8b21d5aecd275dc1863f4eba6dd5589c,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3863740#Hypothesis,PMC3863740,http://ns.inria.fr/covid19/7d3915ef8b21d5aecd275dc1863f4eba6dd5589c#abstract,"Rationale: After lung transplantation, insults to the allograft generally result in one of four histopathologic patterns of injury: (1) acute rejection, (2) lymphocytic bronchiolitis, (3) organizing pneumonia, and (4) diffuse alveolar damage (DAD). We hypothesized that DAD, the most severe form of acute lung injury, would lead to the highest risk of chronic lung allograft dysfunction (CLAD) and that a type I immune response would mediate this process. Objectives: Determine whether DAD is associated with CLAD and explore the potential role of CXCR3/ligand biology. Methods: Transbronchial biopsies from all lung transplant recipients were reviewed. The association between the four injury patterns and subsequent outcomes were evaluated using proportional hazards models with time-dependent covariates. Bronchoalveolar lavage (BAL) concentrations of the CXCR3 ligands (CXCL9/MIG, CXCL10/IP10, and CXCL11/ITAC) were compared between allograft injury patterns and “healthy” biopsies using linear mixed-effects models. The effect of these chemokine alterations on CLAD risk was assessed using Cox models with serial BAL measurements as time-dependent covariates. Measurements and Main Results: There were 1,585 biopsies from 441 recipients with 62 episodes of DAD. An episode of DAD was associated with increased risk of CLAD (hazard ratio, 3.0; 95% confidence interval, 1.9–4.7) and death (hazard ratio, 2.3; 95% confidence interval, 1.7–3.0). There were marked elevations in BAL CXCR3 ligand concentrations during DAD. Furthermore, prolonged elevation of these chemokines in serial BAL fluid measurements predicted the development of CLAD. Conclusions: DAD is associated with marked increases in the risk of CLAD and death after lung transplantation. This association may be mediated in part by an aberrant type I immune response involving CXCR3/ligands.","We hypothesized that DAD, the most severe form of acute lung injury, would lead to the highest risk of chronic lung allograft dysfunction (CLAD) and that a type I immune response would mediate this process.","['that DAD', 'acute_lung_injury', 'the_highest_risk', 'chronic_lung_allograft_dysfunction', '( CLAD', 'a_type I_immune_response', 'this_process']","['that DAD', 'acute lung injury', 'the highest risk', 'chronic lung allograft dysfunction', '( CLAD', 'a type I immune response', 'this process']",that DAD,acute lung injury,the highest risk,chronic lung allograft dysfunction,( CLAD,a type I immune response,this process,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/1a8daad89d2701b4cf603e668f6aab1209b6237e,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4162538#Hypothesis,PMC4162538,http://ns.inria.fr/covid19/1a8daad89d2701b4cf603e668f6aab1209b6237e#abstract,"RATIONALE: Emphysema and osteoporosis are epidemiologically associated diseases of cigarette smokers. The causal mechanism(s) linking these illnesses is unknown. We hypothesized autoimmune responses may be involved in both disorders. OBJECTIVES: To discover an antigen-specific autoimmune response associated with both emphysema and osteoporosis among smokers. METHODS: Replicate nonbiased discovery assays indicated that autoimmunity to glucose regulated protein 78 (GRP78), an endoplasmic reticulum chaperone and cell surface signaling receptor, is present in many smokers. Subject assessments included spirometry, chest CT scans, dual x-ray absorptiometry, and immunoblots for anti-GRP78 IgG. Anti-GRP78 autoantibodies were isolated from patient plasma by affinity chromatography, leukocyte functions assessed by flow cytometry, and soluble metabolites and mediators measured by immunoassays. MEASUREMENTS AND MAIN RESULTS: Circulating anti-GRP78 IgG autoantibodies were detected in plasma specimens from 86 (32%) of the 265 smoking subjects. Anti-GRP78 autoantibodies were singularly prevalent among subjects with radiographic emphysema (OR 3.1, 95%CI 1.7–5.7, p = 0.003). Anti-GRP78 autoantibodies were also associated with osteoporosis (OR 4.7, 95%CI 1.7–13.3, p = 0.002), and increased circulating bone metabolites (p = 0.006). Among emphysematous subjects, GRP78 protein was an autoantigen of CD4 T-cells, stimulating lymphocyte proliferation (p = 0.0002) and IFN-gamma production (p = 0.03). Patient-derived anti-GRP78 autoantibodies had avidities for osteoclasts and macrophages, and increased macrophage NFkB phosphorylation (p = 0.005) and productions of IL-8, CCL-2, and MMP9 (p = 0.005, 0.007, 0.03, respectively). CONCLUSIONS: Humoral and cellular GRP78 autoimmune responses in smokers have numerous biologically-relevant pro-inflammatory and other deleterious actions, and are associated with emphysema and osteoporosis. These findings may have relevance for the pathogenesis of smoking-associated diseases, and development of biomarker immunoassays and/or novel treatments for these disorders.",We hypothesized autoimmune responses may be involved in both disorders.,"['autoimmune_responses', 'both_disorders']","['autoimmune responses', 'both disorders']",autoimmune responses,both disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/4277c9c7167d22c0e0b55b30dd1b0472b538ffe7,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC7087995#Hypothesis,PMC7087995,http://ns.inria.fr/covid19/4277c9c7167d22c0e0b55b30dd1b0472b538ffe7#abstract,"A man with a gastrojejunostomy and intestinal malabsorption was found to be excreting large numbers of coronavirus-like particles in his stools over a period of at least eight months. Coronavirus-like particles were found in vesicles in degenerating jejunal enterocytes in all of five jejunal biopsies. In a review of electron micrographs, similar structures were found in biopsies from three of 12 patients with classical chronic tropical sprue and in one patient with a sprue-like syndrome associated with agammaglobulinaemia. The hypothesis is advanced that infection with this virus may produce enterocyte damage and may be one cause of the syndrome of tropical sprue.",The hypothesis is advanced that infection with this virus may produce enterocyte damage and may be one cause of the syndrome of tropical sprue.,"['The_hypothesis', 'infection', 'this_virus', 'enterocyte_damage', 'one_cause', 'the_syndrome', 'tropical_sprue']","['The hypothesis', 'infection', 'this virus', 'enterocyte damage', 'one cause', 'the syndrome', 'tropical sprue']",The hypothesis,infection,this virus,enterocyte damage,one cause,the syndrome,tropical sprue,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/3b3bb498af6f356f4389825f4f3b026edcaef4f0,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6790038#Hypothesis,PMC6790038,http://ns.inria.fr/covid19/3b3bb498af6f356f4389825f4f3b026edcaef4f0#abstract,"BACKGROUND: Respiratory pathology is a major driver of mortality in the intensive care unit (ICU), even in the absence of a primary respiratory diagnosis. Prior work has demonstrated that a visual scoring system applied to chest radiographs (CXR) is associated with adverse outcomes in ICU patients with Acute Respiratory Distress Syndrome (ARDS). We hypothesized that a simple, semi-quantitative CXR score would be associated with clinical outcomes for the general ICU population, regardless of underlying diagnosis. METHODS: All individuals enrolled in the Registry of Critical Illness at Brigham and Women’s Hospital between June 2008 and August 2018 who had a CXR within 24 h of admission were included. Each patient’s CXR was assigned an opacification score of 0–4 in each of four quadrants with the total score being the sum of all four quadrants. Multivariable negative binomial, logistic, and Cox regression, adjusted for age, sex, race, immunosuppression, a history of chronic obstructive pulmonary disease, a history of congestive heart failure, and APACHE II scores, were used to assess the total score’s association with ICU length of stay (LOS), duration of mechanical ventilation, in-hospital mortality, 60-day mortality, and overall mortality, respectively. RESULTS: A total of 560 patients were included. Higher CXR scores were associated with increased mortality; for every one-point increase in score, in-hospital mortality increased 10% (OR 1.10, CI 1.05–1.16, p < 0.001) and 60-day mortality increased by 12% (OR 1.12, CI 1.07–1.17, p < 0.001). CXR scores were also independently associated with both ICU length of stay (rate ratio 1.06, CI 1.04–1.07, p < 0.001) and duration of mechanical ventilation (rate ratio 1.05, CI 1.02–1.07, p < 0.001). CONCLUSIONS: Higher values on a simple visual score of a patient’s CXR on admission to the medical ICU are associated with increased in-hospital mortality, 60-day mortality, overall mortality, length of ICU stay, and duration of mechanical ventilation.","We hypothesized that a simple, semi-quantitative CXR score would be associated with clinical outcomes for the general ICU population, regardless of underlying diagnosis.","['a_simple,_semi-quantitative_CXR_score', 'clinical_outcomes', 'the_general_ICU_population', 'underlying_diagnosis']","['a simple, semi-quantitative CXR score', 'clinical outcomes', 'the general ICU population', 'underlying diagnosis']","a simple, semi-quantitative CXR score",clinical outcomes,the general ICU population,underlying diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/b2bdc5d35705dcbcbf7940b7398c21b228c22e1f,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/b2bdc5d35705dcbcbf7940b7398c21b228c22e1f#Hypothesis,,http://ns.inria.fr/covid19/b2bdc5d35705dcbcbf7940b7398c21b228c22e1f#abstract,"Abstract G9 group A rotaviruses (RVAs) are considered important pathogens in pigs and humans, and pigs are hypothesized to be a potential host reservoir for human. However, intestinal and extra-intestinal pathogenicity and viremia of porcine G9 RVAs has remained largely unreported. In this study, colostrum-deprived piglets were orally infected with a porcine G9P[23] or G9P[7] strain. Histopathologically, both strains induced characteristic small intestinal lesions. Degeneration and necrosis of parenchymal cells were observed in the extra-intestinal tissues, but most predominantly in the mesenteric lymph nodes (MLNs). RVA antigen was continuously detected in the small intestinal mucosa and MLNs, but only transiently in cells of the liver, lung, and choroid plexus. Viral RNA levels were much higher in the feces and the MLNs compared to other tissues. The onset of viremia occurred at day post infection (DPI) 1 with the amount of viral RNA reaching its peak at DPI 3 or 5, before decreasing significantly at DPI 7 and remaining detectable until DPI 14. Our data suggest that porcine G9 RVAs have a strong small intestinal tropism, are highly virulent for piglets, have the ability to escape the small intestine, spread systemically via viremia, and replicate in extra-intestinal tissues. In addition, MLNs might act as a secondary site for viral amplification and the portal of systemic entry. These results add to our understanding of the pathogenesis of human G9 RVAs, and the validity of the pig model for use with both human and pig G9 RVAs in further studies.","A rotaviruses (RVAs) are considered important pathogens in pigs and humans, and pigs are hypothesized to be a potential host reservoir for human.","['( RVAs', 'pathogens', 'pigs', 'humans', 'pigs', 'a_potential_host_reservoir', 'human']","['( RVAs', 'pathogens', 'pigs', 'humans', 'pigs', 'a potential host reservoir', 'human']",( RVAs,pathogens,pigs,humans,pigs,a potential host reservoir,human,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/cd0958823d15244f90b92026502bf9f4fc249215,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC7094979#Hypothesis,PMC7094979,http://ns.inria.fr/covid19/cd0958823d15244f90b92026502bf9f4fc249215#abstract,"Tumor necrosis factor-alpha (TNF-α) is pleiotropic mediator of a diverse array of physiological and neurological functions, including both normal regulatory functions and immune responses to infectious agents. Its role in the nervous system is prominent but paradoxical. Studies on uninflamed or “normal” brain have generally attributed TNF-α a neuromodulatory effect. In contrast, in inflamed or diseased brain, the abundance of evidence suggests that TNF-α has an overall neurotoxic effect, which may be particularly pronounced for virally mediated neurological disease. Still others have found TNF-α to be protective under some conditions of neurological insult. It is still uncertain exactly how TNF-α is able to induce these opposing effects through receptor activation of only a limited set of cell signaling pathways. In this paper, we provide support from the literature to advance our hypothesis that one mechanism by which TNF-α can exert its paradoxical effects in the brain is via crosstalk with signaling pathways of growth factors or other cytokines.","In this paper, we provide support from the literature to advance our hypothesis that one mechanism by which TNF-α can exert its paradoxical effects in the brain is via crosstalk with signaling pathways of growth factors or other cytokines.","['this_paper', 'support', 'the_literature', 'our_hypothesis', 'one_mechanism', 'which TNF-α', 'its_paradoxical_effects', 'the_brain', 'crosstalk', 'signaling', 'pathways', 'growth_factors', 'other_cytokines']","['this paper', 'support', 'the literature', 'our hypothesis', 'one mechanism', 'which TNF-α', 'its paradoxical effects', 'the brain', 'crosstalk', 'signaling', 'pathways', 'growth factors', 'other cytokines']",this paper,support,the literature,our hypothesis,one mechanism,which TNF-α,its paradoxical effects,the brain,crosstalk,signaling,pathways,growth factors,other cytokines,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/b02612aa65049060e0a24064db96105458ac083b,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4488726#Hypothesis,PMC4488726,http://ns.inria.fr/covid19/b02612aa65049060e0a24064db96105458ac083b#abstract,"Interferon induced transmembrane proteins (IFITMs) found in vertebrates restrict infections by specific viruses. IFITM3 is known to be essential for restriction of influenza virus infections in both mice and humans. Vertebrate IFITMs are hypothesized to have derived from a horizontal gene transfer from bacteria to a primitive unicellular eukaryote. Since bacterial IFITMs share minimal amino acid identity with human IFITM3, we hypothesized that examination of bacterial IFITMs in human cells would provide insight into the essential characteristics necessary for antiviral activity of IFITMs. We examined IFITMs from Mycobacterium avium and Mycobacterium abscessus for potential antiviral activity. Both of these IFITMs conferred a moderate level of resistance to influenza virus in human cells, identifying them as functional homologues of IFITM3. Analysis of sequence elements shared by bacterial IFITMs and IFITM3 identified two hydrophobic domains, putative S-palmitoylation sites, and conserved phenylalanine residues associated with IFITM3 interactions, which are all necessary for IFITM3 antiviral activity. We observed that, like IFITM3, bacterial IFITMs were S-palmitoylated, albeit to a lesser degree. We also demonstrated the ability of a bacterial IFITM to co-immunoprecipitate with IFITM3 suggesting formation of a complex, and also visualized strong co-localization of bacterial IFITMs with IFITM3. However, the mycobacterial IFITMs lack the endocytic-targeting motif conserved in vertebrate IFITM3. As such, these bacterial proteins, when expressed alone, had diminished colocalization with cathepsin B-positive endolysosomal compartments that are the primary site of IFITM3-dependent influenza virus restriction. Though the precise evolutionary origin of vertebrate IFITMs is not known, our results support a model whereby transfer of a bacterial IFITM gene to eukaryotic cells may have provided a selective advantage against viral infection that was refined through the course of vertebrate evolution to include more robust signals for S-palmitoylation and localization to sites of endocytic virus trafficking.",Vertebrate IFITMs are hypothesized to have derived from a horizontal gene transfer from bacteria to a primitive unicellular eukaryote.,"['Vertebrate_IFITMs', 'a_horizontal_gene_transfer', 'bacteria', 'a_primitive_unicellular_eukaryote']","['Vertebrate IFITMs', 'a horizontal gene transfer', 'bacteria', 'a primitive unicellular eukaryote']",Vertebrate IFITMs,a horizontal gene transfer,bacteria,a primitive unicellular eukaryote,,,,,,,,,,,,,,,,,,,,,,,,,,
